,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
201,Italy,"Made with 60% Pinot Bianco, 30% Chardonnay and 10% Sauvignon Blanc, this boasts appealing aromas of acacia flower, nectarine and Alpine herb. The elegant palate delivers juicy Gala apple, yellow peach and a touch of ginger alongside fresh acidity.",Nova Domus Riserva,90,62.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Terlan 2014 Nova Domus Riserva White (Alto Adige),White Blend,Terlan
202,Israel,"This wine features pleasing aromas of raspberry, jumper berry and black pepper. There is a nice mélange of fruit and spice flavors, notably black cherry, dark plums, anise, and cardamom. Smooth tannins ply the palate right into a bright finish that bears a touch of salinity.",,90,50.0,Judean Hills,,,Mike DeSimone,@worldwineguys,Yatir 2011 Syrah (Judean Hills),Syrah,Yatir
203,Portugal,"A year in wood and 30 months in bottle before release have allowed this attractive wine to fully develop its solid yet smooth texture. It has concentration, layers of bright black currant fruit and vibrant acidity. Ready to drink.",Montes Claros Garrafeira,90,28.0,Alentejo,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2012 Montes Claros Garrafeira Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba
204,US,"This bottling belongs to a series of wines from the legendary Jerry Lohr emphasizing Rhône varieties. It shows candied blackberry, violets and potpourri on the fruity, flowery and inviting nose. The palate leads with savory black pepper, which accents its core of black plum, blackberry and purple flower flavors.",Gesture,90,30.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2014 Gesture G-S-M (Paso Robles),G-S-M,J. Lohr
205,US,"Rich honeysuckle, marzipan and oak aromas meet bright lemongrass on the nose of this bottling, showing both the fresh and oxidative sides of the grape. Smoked chicken and brioche notes are prominent on the palate, leading to a tangy, botanical, juniper-laced finish.",October Night,90,25.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2015 October Night Chardonnay (Arroyo Seco),Chardonnay,J. Lohr
206,US,"This is an extraordiary deal for a solidly built, high-level wine. It offers succulent cherry, raspberry and vanilla flavors, wrapped in approachable, mellowed tannin and oak.",,90,25.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Courtney Benham 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Courtney Benham
207,US,"Juicy and austere in understated waves of cranberry and cherry fruit, this wine delivers subtle power and intensity in a leathery-textured package. True to its old vine heritage, it shows a dry dustiness of peppery spice.",Home Ranch Teldeschi Vineyards Century Old Vine,90,32.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Del Carlo Winery
208,South Africa,"A stony, flinty character leads the nose of this blend of 54% Sauvignon Blanc and 46% Sémillon, followed by scents of ripe peach, nectarine, freshly dried grass and herbs. The medium-weight palate offers more clean fruit flavors that result in a smooth, slightly creamy mouthfeel. Ample acidity lends freshness to the finish, alongside a lingering yellow flower character. Drink now–2019.",Reserve,90,40.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Delaire Graff 2013 Reserve White (Coastal Region),White Blend,Delaire Graff
209,France,"Intriguing, thought provoking and complex, this wine starts off with perfumed aromas of thyme, bay leaf and lavender. It's supple in the mouth and silky in feel, imbued with black cherry and blueberry fruit, then shows a hint of adhesive bandage on the finish. Drink now.",,90,16.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Domaine St Pierre 2014 Red (Côtes du Rhône),Rhône-style Red Blend,Domaine St Pierre
210,South Africa,"This leads with clean yet soft scents of ripe apple, Anjoy pear and orange blossom. Those notes carry through to the medium-weight palate, well integrated with soft toasted-oak tones. It's harmonious and balanced, with ample acidity lending good lift through the close. Drink now.",,90,20.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Eikendal 2014 Chardonnay (Western Cape),Chardonnay,Eikendal
211,France,"This is taut and sinewy in profile, but shows off a fine range of aromas, from thyme and lavender to cocoa, red plum and ripe cherry. The raspberry and herb flavors finish in a storm of firm tannins. Drink 2020–2025.",Les Christins,90,32.0,Rhône Valley,Vacqueyras,,Joe Czerwinski,@JoeCz,Famille Perrin 2013 Les Christins Red (Vacqueyras),Rhône-style Red Blend,Famille Perrin
212,Spain,"Mellow white-fruit aromas are nonspecific and oaky, but not overly so. This barrel-fermented Verdejo feels plump and chunky, with balancing acidity. Salty melon, apricot and apple flavors end steady and long. For barrel-fermented Verdejo, this is at the top of the pile.",Fermentado en Barrica,90,40.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Matarromera 2015 Fermentado en Barrica Verdejo (Rueda),Verdejo,Matarromera
213,US,"This blend of 60% Petite Sirah, 21% Syrah, 7% Grenache, 6% Petit Verdot, 5% Tannat and 1% Viognier is tightly wound but likely to improve with time. Opened now, it offers elderberry, black currant, pencil lead and loam on the nose, with lava rock, crème de cassis and kirsch flavors slowing emerging on the palate.",1105,90,48.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,MCV 2014 1105 Red (Paso Robles),Red Blend,MCV
214,US,"This is a big, brawny expression of Grenache, Mourvèdre, Syrah and Counoise, the Grenache playing the dominant role in the blend. It coats the palate in dense raspberry and blueberry fruit, seasoned with pepper and nutmeg. A leathery touch to the texture and lifted acidity keeps it from feeling heavy or overdone.",Verah,90,36.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Mounts 2014 Verah Red (Dry Creek Valley),Rhône-style Red Blend,Mounts
215,Israel,"Aromas of blackberry, fennel bulb and smoke set the scene for flavors of cherry, raspberry, chocolate and tobacco leaf. Mellow but ever-apparent tannins ply the palate alongside a strong bolt of acidity that tapers off into a pomegranate-imbued finish.",French Blend,90,80.0,Galilee,,,Mike DeSimone,@worldwineguys,Or Haganuz 2014 French Blend Red (Galilee),Bordeaux-style Red Blend,Or Haganuz
216,Italy,"Black-skinned berry, pipe tobacco and Mediterranean herb aromas waft out of the glass and carry over to the firm linear palate along with morello cherry, licorice and a hint of clove. Taut fine-grained tannins and fresh acidity provide the backbone while orange peel marks the finish. Drink 2019–2025.",,90,57.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Podere Scopetone 2012  Brunello di Montalcino,Sangiovese,Podere Scopetone
217,Portugal,"Wood aging gives this ripe blend of Baga and Touriga Nacional its richness and density. It's full of black fruit, toast and a touch of pepper. With ripe tannins and crisp acidity, it can easily age another year. Drink from 2018.",,90,20.0,Beira Atlantico,,,Roger Voss,@vossroger,Quinta de Foz de Arouce 2013 Red (Beira Atlantico),Portuguese Red,Quinta de Foz de Arouce
218,US,"Pithy, with grapefruit and lemon peel flavors, this wine is deceptively crisp and light on the nose, offering a wealth of body and lushness on the palate, accented with nutmeg and peach. It includes 4% Sémillon, partly from the winery's beloved To Kalon vineyard.",,90,20.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Mondavi 2015 Fumé Blanc (Napa Valley),Fumé Blanc,Robert Mondavi
219,Hungary,"From a vineyard in Northern Tokaj this dry Furmint has aromas of citrus pith and freshly cut pineapple. In the mouth, there are delightful flavors of grapefruit juice and white peach before the pleasantly acidic finish.",Megyer Dry,90,36.0,Tokaj,,,Jeff Jenssen,@worldwineguys,Samuel Tinon 2015 Megyer Dry Furmint (Tokaj),Furmint,Samuel Tinon
220,US,"Briny green olive notes underlie a tropically ripe, full-bodied expression of the variety. The wine's apple, pineapple and mango fruit is wrapped in toasted oak and moderate acidity.",,90,40.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),Chardonnay,Sixteen by Twenty
221,Italy,"This opens with enticing aromas of chamomile flower, white peach and a whiff of Alpine herb. The elegant palate offers McIntosh apple, candied lemon and a vein of energizing mineral. Fresh acidity lends balance.",Passion Riserva,90,40.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,St. Pauls 2014 Passion Riserva Pinot Bianco (Alto Adige),Pinot Bianco,St. Pauls
222,Italy,"Chopped herb, forest floor, leather, espresso and a balsamic note are some of the aromas that waft out of the glass. The powerfully structured palate delivers prune, dried cherry, tobacco, and roasted coffee bean framed in firm fine-grained tannins. Give the tannins a few more years to unwind then drink to capture the fruit richness. Drink 2018–2023.",Trentennale,90,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Talenti 2011 Trentennale  (Brunello di Montalcino),Sangiovese,Talenti
223,Italy,"Bright and creamy, this savory white offers aromas and flavors of ripe apple, Bartlett pear, Alpine herb and a citrus note. Fresh acidity and a mineral vein energize the finish.",,90,,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Terlan 2015 Pinot Bianco (Alto Adige),Pinot Bianco,Terlan
224,Argentina,"Blackberry and road-tar aromas are dark and stout. This is moderately tannic and a bit rough and jagged on the palate. Flavors of stewed black plum and prune are ripe almost to an extreme, and that's how it finishes as well.",Lunta,90,22.0,Mendoza Province,Luján de Cuyo,,Michael Schachner,@wineschach,Mendel 2014 Lunta Malbec (Luján de Cuyo),Malbec,Mendel
225,South Africa,"There's a pleasant, toasty seam throughout the nose and mouth of this well-balanced wine, expressed in notes of sweet spice and honeycomb that frame the yellow melon and apple fruit core. It's plush and mouthfilling, but not flabby or overdone, thanks to balancing acidity and an assertive spicy tone that dominates the finish. Drink now.",,90,25.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Oldenburg 2013 Chardonnay (Stellenbosch),Chardonnay,Oldenburg
226,South Africa,"This is a round and rich wine, with notes of wood-grilled apple, guava and toasted challah. Smooth and lush in feel, ripe peach and tropical tones drive the palate, while hints of honeysuckle and baking spice unfold on the finish. Ample acidity keeps the wine's weight in check. Drink now.",,90,20.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Oldenburg 2014 Chenin Blanc (Stellenbosch),Chenin Blanc,Oldenburg
227,US,"The deep ruby color belies this wines cool-climate origins. The nose shows more black fruit aromas than is typical for Pinot Noir. The palate is all Pinot, though, with cherry pie filling flavors made more complex by vanilla from toasty new oak. It finishes with some nice mineral and earth notes. Silky tannins allow for immediate consumption but the wine will gain in complexity after a year or two in the cellar.",Grace House,85,15.0,New York,Finger Lakes,Finger Lakes,,,Wagner 2006 Grace House Pinot Noir (Finger Lakes),Pinot Noir,Wagner
228,US,"A thoroughly honest effort, opening with lovely quince, apple and lemon fruit. The palate has a crisp lime edge and finishes with a kick of refreshing acidity. Drink now.",Semi-Dry,85,14.0,New York,Cayuga Lake,Finger Lakes,,,Treleaven 2006 Semi-Dry Riesling (Cayuga Lake),Riesling,Treleaven
229,US,"Not clear what the varietal blend is, but it's like a nice, easy southern Rhône wine. Soft and fruity, it's rich in jammy blackberry, cherry, Mandarin orange, chocolate and anise spice flavors.",Costa Del Sol,85,18.0,California,Napa Valley,Napa,,,Benessere 2005 Costa Del Sol Red (Napa Valley),Red Blend,Benessere
230,US,"Orange blossom and flowers lead on this Gewürtz, and on the palate, a citric, lemon edge outweighs the sweet and floral components that would give this wine a prettier edge. Nonetheless, the wine has an attractive, crisp and clean character and will pair well with grilled seafood and poultry.",,85,16.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Bloomer Creek 2006 Gewürztraminer (Finger Lakes),Gewürztraminer,Bloomer Creek
231,Argentina,"Meaty and rubbery, but that's young Bonarda. This is a sound wine with dark berry flavors, raisin and pulsing acidity. Still, there's modest roundness to the palate and length to the finish. Overall, it's tasty, full and borderline raisiny. Drink now.",,85,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Andean Sky 2007 Bonarda (Mendoza),Bonarda,Andean Sky
232,Australia,Lifted cedar and pine notes interspersed with appealing woodsy scents give way to a surprisingly intense palate that shows some nice peppery notes but ultimately falls short on the finish. Nearly imperceptible tannins suggest early consumption.,Red Belly Black,85,12.0,South Australia,South Australia,,,,Angove's 2006 Red Belly Black Shiraz (South Australia),Shiraz,Angove's
233,US,"There is an odd, piercing edge to the aromas, a mix of acetic acid and pungent herb, with a hint of diesel. Somehow it's not off-putting, just atypical. The light, tart fruit is a mix of rhubarb and cranberry, very earthy and tasting of dirt and bark in the finish. This could be quite pleasant with a hearty, rustic dish such as beef Bourgogne.",Reserve,85,28.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Silvan Ridge 2006 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Silvan Ridge
